Nodo,Distancia_Promedio,Caminos_Validos
HAJIAN2025100744,0.0,1
HAKANSSON20245458,0.3,3
HALADA2024108093,0.0,1
HALAWANI2024116,0.2767,3
HALE2025123,0.25,2
HALL2023110797,0.0,1
HALL2024100256,1.3399,287
HALLAM2024107452,0.0,1
HALLGREN2024102403,0.0,1
HAMADA2025174,0.0,1
HAMED2024108782,0.716,5
HAMIDI2025100237,0.0,1
HAMPSON2025100258,0.0,1
HAN2024103946,0.0,1
HAN2024112034,0.0,1
HAN2024118500,0.0,1
HAN2024131629,0.0,1
HAN2025,0.0,1
HAN2025100714,0.0,1
HAN2025113715,0.0,1
HAN2025117296,0.0,1
HAN2025S-172,0.0,1
HAN2025S88,0.745,10
HANBEYOGLUAKTURK2025112654,0.0,1
HANDLER2024102811,0.0,1
HANUSSE2025104453,0.0,1
HANYCZ2025153903,0.0,1
HAO2024102662,0.0,1
HAO2025108311,0.0,1
HAQUE2026108611,0.0,1
HARAN2024290,0.0,1
HARDCASTLE2025114979,0.0,1
HARI2025100103,0.0,1
HARIDAS2026117119,0.0,1
HARKEY2025100687,0.0,1
HARMS2024114364,0.0,1
HARO2025100155,0.0,1
HARRER2023104512,0.0,1
HARRIS2024100162,0.0,1
HARRISON2024,0.9045,11
HART2025187,0.0,1
HARTANTO2025100103,0.0,1
HARTSON2025411,0.0,1
HARTVIGSEN2024,0.0,1
HARTWELL2025100956,0.165,2
HARWOOD2024104013,0.0,1
HASAN2024110544,0.0,1
HASAN2025,0.0,1
HASAN2025874,0.7147,34
HASHMI2024607,0.2967,3
HASSANIPOUR2024,0.0,1
HASSANZADEH2025100243,0.0,1
HASSELL2025100765,0.0,1
HASTINGS2024e2,1.2862,199
HATTORI2024100087,0.0,1
HAWASHIN2025100754,0.0,1
HAYAWI2024101533,0.0,1
HAYOZ2025100670,0.0,1
HE2024,0.0,1
HE2024101596,0.0,1
HE2024104752,0.0,1
HE20241210,1.312,314
HE2024858,0.0,1
HE2025,0.4483,6
HE2025103020,0.245,2
HE2025105245,0.0,1
HE2025108638,0.0,1
HE2025108863,0.0,1
HE2025111969,0.0,1
HE2025139518,0.0,1
HE2025157286,0.0,1
HEALY2025,0.0,1
HEDDERSON2025105662,0.0,1
HEILMEYER2024,0.0,1
HEIMSTAD2025100190,0.0,1
HEINKE2024100089,0.8568,19
HELAL2025111973,0.0,1
HELD2024,0.0,1
HELVACIOGLUYIGIT2025750,0.598,5
HEMALATHA2024138322,0.0,1
HENDERSON2025,0.0,1
HENKE2025AB194,0.0,1
HENNESSY2024101137,0.0,1
HENZI2025107,0.0,1
HERATH2025133329,0.0,1
HERCKIS2025,0.0,1
HEREDIA2025155,0.0,1
HEREDIAALVARO2025103007,0.0,1
HERMANN2024114720,0.675,8
HERMANN2025,0.0,1
HERMANN2025215,0.25,2
HERMANN2025802,0.2767,3
HERMS2025S371,0.0,1
HERNANDEZCORREAS2024100639,0.0,1
HERNANDEZRAMIREZ2024414,0.9014,7
HEROLD2025101012,0.632,5
HERRON202484a,0.0,1
HERUT2025101218,0.0,1
HERWALD20251050,0.0,1
HERZBERG2025102363,1.1389,35
HEUNG2025100361,0.0,1
HICHAM2026146,0.0,1
HIDAYATULLAH2025100213,0.0,1
HIFNY2024107246,0.0,1
HIGGINS2025103630,0.0,1
HILLARD2025301,0.0,1
HIRAHARA2025109849,0.0,1
HIRN2024102826,0.0,1
HIROSAWA20231119,0.3133,3
HIROSAWA2024,0.25,2
HIROSAWA2025,0.0,1
HIRSH2025389,0.0,1
HO2024100522,0.0,1
HO2025100947,0.8818,11
HOBENSACK2024104753,0.0,1
HOCKENBERRY2024102418,1.7804,56
HOCUTT2024102829,0.0,1
HOEYER2024159,1.3572,313
HOGAN2025,0.0,1
HOGLINGER2024598,0.0,1
HOGSTEDT2025741535,0.0,1
HOLLANDER2025109084,0.48,5
HOLMES2025,0.0,1
HOLT2025291,0.0,1
HOLTZ20251888,0.0,1
HOMLONG202494,0.25,2
HONG2024e40811,0.0,1
HONG2025105241,0.0,1
HONG2026103093,0.0,1
HONIG202455,0.0,1
HOOMANFARD2025101570,0.0,1
HOPKIN2025e89,0.3333,3
HOPNER2025101105,0.0,1
HORTON20241432,0.0,1
HORTON2024888,0.125,2
HOSE2025,0.0,1
HOSKINS2026102156,0.0,1
HOSSAIN2025100947,0.0,1
HOSSAIN2025106656,0.0,1
HOSSEINI2024142594,0.0,1
HOSSEINI2025100399,0.0,1
HOSSEINI2025100520,1.1034,35
HOU2025101075,0.0,1
HOU2025103070,0.0,1
HOU2025104218,0.0,1
HOU2025129859,0.0,1
HOU2025173,0.0,1
HOURI2025102040,1.0072,36
HOUT2025106669,0.0,1
HOWARD2023405,0.23,2
HOWELL2024155,0.0,1
HOWLIDER2025133879,0.0,1
HOYT2025100246,0.36,4
HSIAO2025100901,0.0,1
HSU2024100329,0.0,1
HSU2024103723,0.0,1
HSU2024e40767,0.0,1
HSU2025,0.0,1
HSUEH2024292.e1,0.0,1
HU2024102885,0.25,2
HU2024104010,0.75,5
HU202413,1.3615,200
HU2024176562,0.0,1
HU2025100174,0.2667,3
HU2025100979,0.245,2
HU2025101331,0.0,1
HU2025102221,0.0,1
HU2025103376,0.25,2
HU2025104963,0.25,2
HU2025111417,0.0,1
HU2025128668,0.0,1
HU2025253,0.0,1
HUA2025104119,0.0,1
HUANG2024,0.0,1
HUANG2024100302,0.0,1
HUANG2024101402,0.0,1
HUANG2024151,0.0,1
HUANG2024325,0.0,1
HUANG2024617,0.0,1
HUANG2025,0.0,1
HUANG2025100275,0.0,1
HUANG2025100424,0.0,1
HUANG2025100526,0.245,2
HUANG2025100977,0.0,1
HUANG2025101336,0.0,1
HUANG2025103775,0.0,1
HUANG2025104011,0.0,1
HUANG2025104152,0.0,1
HUANG2025104199,0.0,1
HUANG2025105310,0.0,1
HUANG2025107877,0.0,1
HUANG2025113691,0.25,2
HUANG2025280,0.0,1
HUANG2025445,1.415,38
HUBBARD2025,0.0,1
HUDON2024,0.0,1
HUERTACHAVEZ2024137644,0.0,1
HUESO2023309,0.0,1
HUETTEMANN2025102901,0.0,1
HULTER2024123709,0.0,1
HUNG2025100151,0.0,1
HUNG2025103005,0.0,1
HUO2024,0.0,1
HUO2025103222,0.0,1
HUR2025101685,0.0,1
HUSSAIN2024100071,0.0,1
HUSSAIN2024344,0.0,1
HUSSAIN2025100707,0.0,1
HUSTER2025125783,0.0,1
HUY2024100295,0.0,1
HUYNH2025114159,0.0,1
HUYNH2025122479,0.0,1
HWAI2025774,0.0,1
HWANG2025101230,0.0,1
HWANG2025102266,0.0,1
HWANG2025104266,0.0,1
HWANG2025110769,0.0,1
HYNEK2025100782,0.0,1
HYNNINEN2024,0.0,1
HYUNBAEK2023102030,0.0,1
IBARRAMUNOZ2025100818,0.0,1
IBRAHIM2025,0.0,1
ICHIKAWA2025,0.0,1
IGNACZ2023100040,0.0,1
ILAGAN20241124,0.0,1
ILAGAN2024420,0.0,1
ILLE20231014,0.8773,11
IMMADI2025107676,0.0,1
INAM2024102387,0.0,1
INGUVA2025100303,0.0,1
INNOCENTI202412,0.0,1
IRUZUBIETA2025,0.22,2
ISHFAQ202517,0.0,1
ISHFAQ2025223,0.245,2
ISHIZAKI2025123955,0.0,1
ISLAYEM2025101648,0.0,1
ISLEEM202427,1.3659,315
ISMAGILOVA2025100147,0.0,1
ISMAIEL2024111582,0.0,1
ISMAIL2024154994,0.0,1
ISMAILFAWAZ2025104337,0.0,1
ISMAILOVA202612,0.0,1
ISOMURA2025131371,0.0,1
ISSA2024e38759,0.0,1
ITO2025129095,0.0,1
IVANOV2024102521,0.0,1
IVANOV202567,0.0,1
IWANAGA2023S173,0.25,2
IZUMI2024122228,0.0,1
JACKSON2024740786,0.0,1
JACOB2025,0.0,1
JACOBS2023,0.0,1
JACOBS2025,0.165,2
JACOBS2026109333,0.0,1
JACOBSON2024103219,0.0,1
JAFARIAN2025100357,0.0,1
JAFARPOUR2024105667,0.0,1
JAGANATHAN2026241,0.0,1
JAGAYAT2024101726,0.0,1
JAIN2024102057,0.0,1
JAIN20251871,0.0,1
JAISWAL2024S374,1.5971,55
JAISWAL2025,0.0,1
JALALI2025,0.0,1
JAMES2023129256,0.0,1
JANG2024102175,0.0,1
JANG2024102532,0.24,2
JANG2024107557,0.0,1
JANG2024e629,1.56,209
JANG2025106174,0.0,1
JANSON2023107954,0.0,1
JANSSEN2025101791,0.0,1
JARMA2024117273,0.0,1
JASPERJIA2025104030,0.0,1
JAVAID202589,0.0,1
JAVID2025167,0.0,1
JAYARAMAN20253203,0.0,1
JAYASINGHE2026112122,0.0,1
JEHA20232105,1.0934,463
JENKINSON2024114908,0.0,1
JENNER2025100183,0.0,1
JEONG2025127067,0.0,1
JEYARAJ2025100629,0.0,1
JEYARAJ2025269,0.0,1
JHA2026104480,0.0,1
JHINJER2023158153,0.0,1
JI2025105313,0.0,1
JI2025115255,0.0,1
JI2026116159,0.0,1
JIA2025,0.25,2
JIA2025104130,0.0,1
JIA2025121850,0.0,1
JIA202576,0.0,1
JIANG2024100287,0.245,2
JIANG2024102883,0.235,2
JIANG2024104103,0.3275,4
JIANG2024105113,0.0,1
JIANG2024105286,0.582,5
JIANG2024114688,0.0,1
JIANG2024202,0.0,1
JIANG2025100975,0.6414,7
JIANG2025105365,0.3,3
JIANG2025106223,0.33,3
JIANG2025113008,0.0,1
JIANG2025124604,0.3267,3
JIANG2025134548,0.448,5
JIN2025,0.0,1
JIN2025100107,0.0,1
JIN2025100348,0.0,1
JIN2025100436,0.235,2
JIN2025100467,0.2967,3
JIN2025104177,0.0,1
JIN2025105248,0.0,1
JIN2025106294,0.0,1
JIN2025108015,0.0,1
JIN2025108538,0.0,1
JO2025119915,0.0,1
JO2025124326,0.0,1
JOHN2025,0.0,1
JOHNSON2024102889,0.0,1
JONAHBARRETT2025,0.0,1
JONEK2024139,0.0,1
JONEK20251033,0.0,1
JONES2024104046,0.0,1
JOO2025101571,0.0,1
JORDAN2025,0.0,1
JOSE2024101082,1.3658,199
JOSHI2024121729,0.0,1
JOSHI2025100317,0.0,1
JOUINI2025111867,0.0,1
JOWSEY2023971,0.0,1
JU2024112542,0.0,1
JU2025102955,0.0,1
JUEL2025106137,0.0,1
JUHOLA2025101631,0.0,1
JUNG2024301752,0.0,1
JUNG2025104403,0.0,1
JUNG2025123843,0.0,1
JUNGHERR2025102079,0.0,1
JUNYU2025652,0.0,1
JURGENSMEIER2024468,0.0,1
JUSOH2025117825,0.0,1
KABA20242641,1.2715,219
KABIR2024101640,0.0,1
KADOW2025154,0.0,1
KAGAN2023108233,0.0,1
KAGIYAMA2025,0.0,1
KALENDRA202634,0.0,1
KALIISA2025105246,0.0,1
KALKA2025140611,0.2,2
KALKA2026143770,0.0,1
KALLAM202428,0.0,1
KALMYKOV2025117239,0.0,1
KAMATA2024100271,0.0,1
KAMEL2024107562,0.0,1
KANAKALA2024103175,1.3317,288
KANEMURA2025100743,0.0,1
KANG2023100824,0.0,1
KANG2024102401,0.0,1
KANG2024102615,0.0,1
KANG2025,0.0,1
KANG2025111189,0.0,1
KANG2025502,0.0,1
KANMANI2025,0.0,1
KANTOR202422,0.21,2
KANTOR2024482,0.2933,3
KANTOR2025,0.0,1
KAPLAN2024,0.0,1
KAPLAN2025106080,0.0,1
KAPPEL2024106303,0.0,1
KAR2025102776,0.0,1
KARABABACKSTROM2025,0.0,1
KARACAY2025e402,0.0,1
KARAKOLTZIDIS2025100012,0.0,1
KARALASINGHAM2024101333,0.0,1
KARAOGLANYILMAZ2025100187,0.0,1
KARAPATAKIS2025100118,0.0,1
KARATAS2025101073,0.0,1
KARELL2025101966,0.0,1
KARHIY2024100069,0.0,1
KARIMZADEH2023S173,1.4266,465
KARIOTIS2025,0.0,1
KARLSSON20251059,0.0,1
KARMAKAR2024111353,0.0,1
KARMANN2024129888,0.0,1
KARPE2025,0.0,1
KARTASHOV2025117742,0.0,1
KARTHIK2024100972,0.0,1
KARUNDE2025101862,0.0,1
KARUSOOMUSUMECI2025107795,0.0,1
KASAPOVIC20251059,0.0,1
KASAR2024905,0.0,1
KATEEL2025183,0.0,1
KATHAIT20241575,0.245,2
KATSUYAMA2025104480,0.0,1
KAUR2025113606,0.0,1
KAUR2025118290,0.0,1
KAUSHIK2025,0.0,1
KAYAL2025S-860,0.0,1
KAZEMI2025205751,0.0,1
KE2024,0.0,1
KEASLER2025104353,0.9486,36
KEATING2024577,0.0,1
KEEGAN2023228,0.0,1
KEENE2025e587,1.1797,37
KEITH202520,0.0,1
KELKAR2024S123,1.6705,56
KELLY2025,0.0,1
KELLY2025107276,0.0,1
KEMBRO2025163,0.0,1
KEMMOCHI2025227,0.0,1
KEMPFERT2025118,0.0,1
KENNEDY2025100293,0.0,1
KENNEDY2025106116,0.0,1
KENOPURUM2025S301,1.0072,36
KERNBERG2024,0.0,1
KESSEL2024111971,0.0,1
KESSLER2024100126,0.0,1
KHADIDOS2025864,0.0,1
KHALEEL20262,0.0,1
KHALID202511,0.0,1
KHALIFA2024100141,1.2625,8
KHALIFA2024100142,1.5636,271
KHALIFA2024100145,1.5044,9
KHALIFA2024100148,1.1955,11
KHALIFA2025100161,0.0,1
KHALIL2025115456,0.0,1
KHAN2024103779,0.653,10
KHAN2024e24890,0.55,4
KHAN2024S371,1.5508,211
KHAN2025103055,0.0,1
KHAN2025106506,0.3033,3
KHAN2025109593,0.0,1
KHAN2025125524,0.25,2
KHAN2025409,0.0,1
KHAN202545,0.235,2
KHANIFAR2025100034,0.0,1
KHANIFAR2025100069,0.6735,49
KHANIYA2025180082,0.0,1
KHATRI2026103379,0.0,1
KHATUA2024100812,0.0,1
KHEMIRI2024199353,0.0,1
KHENE2024160,1.212,315
KHODAKARAMI2026108027,0.0,1
KHONGKOMOLSAKUL2025117537,0.0,1
KHOSLA2023S173,0.0,1
KHOSO2025100627,0.0,1
KHOSRAVI2024101503,0.0,1
KHOSRAVI2025100890,0.9758,52
KHVATSKII2025103121,0.0,1
KIETZMANN2024453,1.3658,199
KIEUTRANGTHOI2025107389,0.0,1
KILIC2025,0.0,1
KIM2023598,0.809,21
KIM2023607,1.4604,404
KIM2024102422,0.0,1
KIM2024105615,1.3075,20
KIM2024665,1.0235,17
KIM2025100263,0.0,1
KIM2025100908,0.0,1
KIM2025101123,0.3929,7
KIM2025101214,0.165,2
KIM2025102958,0.0,1
KIM2025104992,0.0,1
KIM2025115498,0.61,4
KIM2025172,0.0,1
KIM2025207,0.245,2
KIM2025301990,0.0,1
KIM2026103374,0.0,1
KIM2026103735,0.0,1
KIM2026104542,0.0,1
KIM2026129086,0.0,1
KIRILOVA2025101604,0.0,1
KIRK2025114984,0.0,1
KISHITA2024123285,0.0,1
KITANO2025167,0.0,1
KLEEBAYOON2023200,1.6378,350
KLEEBAYOON2023840,0.9561,527
KLEEBAYOON2023e301,1.1976,528
KLEIB2024100252,0.0,1
KLEIN2023104092,0.0,1
KLEINSASSER2024104694,0.6117,6
KLEISER2024123213,0.0,1
KLIMAS2025102819,0.0,1
KLIMAS2025287,0.0,1
KLIMCZAK2024102745,0.0,1
KNIGHT2024102972,0.0,1
KNOLLE202583,0.0,1
KNOTH2024100225,0.0,1
KO2025,0.0,1
KOBAYASHI2025100700,0.0,1
KOCAK2025100016,0.0,1
KODWEIS2025100553,0.0,1
KOHNKE2023100156,0.21,2
KOHNKE2024100279,0.195,2
KOHNKE2025100371,0.0,1
KOHNKE2025108600,0.0,1
KOJOMFOKO2025100484,0.0,1
KOKABI2025100619,0.0,1
KOKKALI2024104692,1.6405,239
KOLB20242172,1.6597,240
KOLBE2025100123,0.0,1
KOLLAROS2025113763,0.0,1
KOLLINS2025,0.0,1
KOLT2025101341,0.0,1
KOMPLEUKKUNEN2024103382,0.0,1
KONDAMUDI20251081,0.0,1
KONG2024100328,0.2667,3
KONG2024105555,0.0,1
KONG2025100444,0.0,1
KONSTANTINIDIS2024104691,1.7179,211
KONSTANTINOU2024621,0.0,1
KOOLI2025104476,0.0,1
KOPALLE2025115360,0.0,1
KORKMAZ2024104954,0.0,1
KORNHAUSER2024111,0.0,1
KORUCUKIS2024101639,0.0,1
KORZYNSKI2025548,0.0,1
KOSSECKI20233432,0.0,1
KOSTOPOLUS2025102894,0.0,1
KOUROUNIOTI2025101496,0.0,1
KOURTALI2025103690,0.0,1
KOWALCZYK2024108046,0.0,1
KOWE2025101651,0.0,1
KRAFTVANERMEL2026106106,0.0,1
KRAJEWSKI20243753,0.0,1
KRAKOWSKI2025100560,0.0,1
KRAUS2023122381,0.0,1
KRAUTH2024108137,0.0,1
KREFELDSCHWALB2025,0.0,1
KRISHNAMURTHYGANGA2025108443,0.0,1
KRISHNAN2025,0.0,1
KROESE2025101205,0.0,1
KROPLIN2024,0.0,1
KROTOV2025,0.0,1
KRUIDERING2024224,1.2071,323
KRUKOWSKI2023e00427,0.0,1
KSHETRI2024101931,0.0,1
KSHETRI2024102716,0.2,2
KSHETRI2024102760,0.4533,3
KSHETRI202569,0.0,1
KUA2025e2,0.8267,12
KUANG2025104289,0.0,1
KUCUK2023,0.0,1
KUCUK2025125246,0.0,1
KUHLMANN2024302,0.0,1
KULAL2024100329,0.0,1
KUMAR2024100005,0.0,1
KUMAR2024107457,0.2,2
KUMAR2024472,0.2933,3
KUMAR2025102078,1.0753,51
KUMAR2025102993,0.0,1
KUMAR2025112768,0.0,1
KUMAR2025115160,0.0,1
KUMAR20251593,0.24,2
KUMAR2025751,0.0,1
KUMAR2025S49,1.4763,52
KUNZE2025,1.11,50
KUNZE20251438,1.402,51
KUNZE2025547,1.3608,52
KUO2023110976,0.0,1
KUO2026105463,0.0,1
KUO2026108677,0.0,1
KUOWEI2025101164,0.0,1
KUZMICICCALDERON2025657,0.0,1
KWOK20243254,0.0,1
KWOK2025103618,0.0,1
KWON2024,1.6027,64
KWON2024114570,0.0,1
KYRO2024283a,0.25,2
L2025100142,0.3067,3
LA2024103938,0.0,1
LABIS2025238,0.0,1
LABUN2025170468,0.0,1
LABUZ2026103060,0.0,1
LACERDA2025110678,0.0,1
LACHHEB2025101021,0.225,2
LADYHINA2025107103,0.0,1
LAI2025,0.0,1
LAI2025100797,0.0,1
LAI20255155,0.0,1
LAKIC20251080,0.25,2
LAKIC2026138833,0.0,1
LAMBERT2024230,0.0,1
LAMICHHANE2025107353,0.165,2
LAMURIAS202550,0.0,1
LAN2024123582,0.0,1
LANG2024102804,0.0,1
LAO2024216,0.0,1
LAOHAWETWANIT2025102725,0.0,1
LAROCHE2025102961,0.0,1
LASAROV2026105309,0.0,1
LASATER2025106833,0.0,1
LASHIN20252541,1.0767,15
LASKOVA2025103461,0.0,1
LASTAUSKAS2024106918,0.0,1
LAU2025,0.0,1
LAU2025101077,0.0,1
LAUSOONTORNSIRI2025357,0.0,1
LAW2024100174,0.0,1
LAWRENCE2024,0.0,1
LAWRENCESIDEBOTTOM2025,0.0,1
LAWTON202336,0.0,1
LAYNE2025S950,0.4633,6
LAZCANO2025113063,0.0,1
LAZZARO2024106724,0.12,2
LAZZARO2025114064,0.0,1
LE2024100052,0.0,1
LE2025100939,0.0,1
LE2025103472,0.0,1
LEBLEBICI2025111573,0.0,1
LECHIEN2024753,1.8757,115
LEE2023,0.0,1
LEE2024100221,0.8067,15
LEE2024100253,1.8268,120
LEE2024100283,1.0,6
LEE2024101148,0.0,1
LEE2024102520,0.0,1
LEE2024102846,0.8257,14
LEE2024103538,0.0,1
LEE2024103690,0.0,1
LEE2024105048,0.0,1
LEE2024717,1.7777,202
LEE2024AB333,2.1563,204
LEE2024S1614,1.9936,211
LEE2025,0.4767,3
LEE2025100221,0.0,1
LEE2025101090,0.0,1
LEE2025102245,0.0,1
LEE2025103368,0.0,1
LEE2025104317,0.4475,4
LEE2025106317,0.0,1
LEE2025113326,0.0,1
LEE2025124193,0.0,1
LEE2025151524,0.0,1
LEE2025214,0.0,1
LEE2025537,0.0,1
LEE2026103059,0.0,1
LEEFRANCISS2025237,0.45,3
LEHNER2024114,1.556,215
LEI2023110491,0.0,1
LEINO2024100192,0.0,1
LEISER2025,0.0,1
LEITE2025124115,0.0,1
LEMPE2025,0.0,1
LENG2024111373,0.0,1
LENG2025561,0.075,2
LENG2026103076,0.0,1
LENGUYEN2024138836,0.0,1
LERI2024116152,0.0,1
LERMANNHENESTROSA2025100142,0.0,1
LEVIN2023100936,1.8079,200
LEVIN2024104771,0.0,1
LEVIN2024105566,0.0,1
LEVIN20241495,0.0,1
LEVIN2025105216,0.0,1
LEVKOVICH2025104970,0.0,1
LI2023829,1.723,245
LI2024,0.7514,28
LI2024101916,0.24,2
LI2024102389,0.0,1
LI2024106056,0.47,5
LI2024107114,0.0,1
LI2024109258,0.0,1
LI2024112,0.8525,28
LI2024114121,0.245,2
LI2024118988,0.8859,39
LI2024121866,0.0,1
LI2024122805,0.0,1
LI2024124,0.0,1
LI2024128185,0.0,1
LI2024135599,0.0,1
LI2024149044,0.0,1
LI20241581,0.0,1
LI2024988,2.0353,234
LI2024S346,1.3601,243
LI2025,0.4264,11
LI2025100445,0.515,6
LI2025100722,0.345,4
LI2025100820,0.4356,9
LI2025100894,0.5925,4
LI2025101003,0.0,1
LI2025101616,0.0,1
LI2025101745,0.165,2
LI2025102440,0.0,1
LI2025102557,0.0,1
LI2025102939,0.0,1
LI2025103015,0.0,1
LI2025103793,0.6343,7
LI2025104078,0.525,4
LI2025104258,0.564,5
LI2025104365,0.0,1
LI2025105179,0.3917,6
LI2025105220,0.0,1
LI2025105244,0.0,1
LI2025105324,0.0,1
LI2025106509,0.0,1
LI2025110382,0.5025,4
LI2025110496,0.4933,3
LI2025110672,0.0,1
LI2025112349,0.245,2
LI2025112605,0.4733,6
LI2025113592,0.4433,3
LI2025115329,0.0,1
LI2025121195,0.0,1
LI2025121417,0.0,1
LI2025127750,0.23,2
LI2025131115,0.3067,3
LI2025132,0.245,2
LI2025143775,0.0,1
LI2025150926,0.5514,7
LI2025175,0.0,1
LI2025181,0.0,1
LI2025325,0.6,4
LI2025441,0.0,1
LI2025621,0.5711,9
LI202564,0.0,1
LI2025759,0.548,5
LI202596,0.0,1
LI2025969,0.4367,6
LI2025e41159,0.0,1
LI2025S280,1.0381,53
LI2026103665,0.0,1
LI2026108547,0.0,1
LI2026384,0.0,1
LI2026743092,0.0,1
LIAN2024102442,0.0,1
LIANG2024,0.0,1
LIANG2025104712,0.0,1
LIANG2025112216,0.0,1
LIANG2025173028,0.0,1
LIANG20251993,0.0,1
LIAO2024105187,0.21,2
LIAO2025100385,0.0,1
LIAO2025120662,0.0,1
LIBERA2025,0.0,1
LICHTENSTEIN2025S-861,0.0,1
LIDDLE2026102497,0.0,1
LIEBRENZ2023e105,1.7603,328
LIEBSCHER2025e106,1.0263,51
LIFANCHUK2023103249,0.0,1
LILIAEDITH2025,0.0,1
LIM2023100790,0.0,1
LIM2024,0.0,1
LIM2025,0.0,1
LIM2025102911,1.0161,51
LIM2025105306,0.0,1
LIM2025107656,0.0,1
LIM2025108761,0.0,1
LIM2025743,0.0,1
LIMA20251277,0.0,1
LIN2023100167,0.0,1
LIN2024103529,0.0,1
LIN2024105140,0.0,1
LIN2024110682,0.0,1
LIN202485,0.22,2
LIN2025,0.0,1
LIN2025100610,0.235,2
LIN2025102895,0.235,2
LIN2025104277,0.0,1
LIN2025115621,0.0,1
LIN2025124485,0.23,2
LIN2025133,0.0,1
LIN2025329,0.0,1
LIN2025768,0.25,2
LIN20259091,0.0,1
LIN2026xxi,0.0,1
LINDENBLATT2025100049,0.0,1
LIPNICKAS2025101017,0.0,1
LIPPENS2024100054,0.0,1
LISSACK2024389,0.0,1
LIST2023102242,1.221,528
LIU2023798,1.8702,125
LIU2024100025,0.0,1
LIU2024102248,0.0,1
LIU2024103191,0.0,1
LIU2024104977,0.885,28
LIU2024108362,0.83,7
LIU2024115519,0.0,1
LIU2024116974,0.205,2
LIU2024118021,0.3967,3
LIU2024124511,1.8947,126
LIU202420,0.0,1
LIU2024342804,0.165,2
LIU2024958,0.0,1
LIU2025,0.4236,11
LIU2025100186,0.0,1
LIU2025100438,0.5733,12
LIU2025101211,0.0,1
LIU2025101770,0.5212,8
LIU2025103033,0.8008,12
LIU2025103097,0.0,1
LIU2025103544,0.0,1
LIU2025103757,0.5012,8
LIU2025103797,0.7183,6
LIU2025103826,0.7183,6
LIU2025104176,0.4875,4
LIU2025104337,0.0,1
LIU2025105479,0.4875,4
LIU2025105891,0.25,2
LIU2025106139,0.0,1
LIU2025107050,0.0,1
LIU2025108569,0.423,10
LIU2025108571,0.0,1
LIU2025108951,0.0,1
LIU2025112278,0.0,1
LIU2025113544,0.4687,15
LIU2025114513,0.5125,8
LIU20251202,0.3789,9
LIU2025124258,0.0,1
LIU2025133020,0.0,1
LIU2025183,0.0,1
LIU202585,0.0,1
LIU2026107910,0.0,1
LIZOTTE2025103350,0.0,1
LLASES20247143,1.7029,211
LLEDO2025105275,0.0,1
LO2024102435,0.0,1
LO2025103610,0.0,1
LOBO2025388,0.0,1
LOCKE2024,0.0,1
LOFTUS2025S-862,0.0,1
LOFTUS2025S-863,0.045,2
LOHMULLER2025110664,0.0,1
LOMURNO202552,0.0,1
LONG2025101229,0.0,1
LONG2025106284,0.0,1
LONGO20252688,0.0,1
LOPEZAGUILAR2025100784,0.0,1
LOPEZENCUENTRA2025100494,0.0,1
LOPEZENCUENTRA2025382,0.0,1
LOPEZLORENZO2023109870,0.0,1
LOU2025e53,1.0663,52
LOW2025,0.0,1
LOWE2024102977,0.0,1
LU2023102867,0.0,1
LU2024100057,0.0,1
LU2024130354,0.0,1
LU2024283,0.165,2
LU2025104642,0.0,1
LUBOWITZ2024651,1.2496,325
LUBOWITZ2025537,1.2694,53
LUBOWITZ2025859,1.5254,54
LUO2024124098,0.0,1
LUO2025,0.21,2
LUO2025107604,0.245,2
LUO2025107881,0.0,1
LUO2025111903,0.2133,3
LUO20251155,0.245,2
LUO2025e117,0.31,4
LUO2026443,0.0,1
LUSETTI20251883,0.0,1
LUSETTI2025S250,1.0004,56
LV2023208,1.0715,528
LV2025103889,0.0,1
LV2025112858,0.0,1
LV2025113417,0.0,1
LYNDGAARD2024104027,0.0,1
LYU2025100383,0.235,2
LYU2025108566,0.0,1
M2025530,0.9313,52
MA20231,0.0,1
MA2024,0.0,1
MA2024103009,0.0,1
MA2024123801,0.0,1
MA202452,0.0,1
MA2025100336,0.0,1
MA2025100832,0.0,1
MA2025107688,0.0,1
MA2025111967,0.0,1
MA2025112700,0.0,1
MA2025114169,0.0,1
MA2025809,0.0,1
MA2026105453,0.0,1
MABWE2025820,0.0,1
MACE2025S995,0.0,1
MACEDO202583,0.0,1
MACHADO2026322,0.0,1
MACHINMASTROMATTEO2025569,0.0,1
MACHKOUR20251233,0.0,1
MACIA2024147,0.0,1
MACKAY20251308,0.0,1
MACKEN2024,0.0,1
MACKENZIE20239,1.1552,530
MACKENZIE2025100743,1.0369,35
MACOSCAR2025924,0.0,1
MACRI2024111475,0.0,1
MADANCHIAN2025916,0.0,1
MADATHIL2025104381,0.0,1
MADDISON2025,0.0,1
MADDOX2024466,1.9472,247
MADRIDGARCIA2025228,0.0,1
MAFIMISEBI202696,0.0,1
MAGNANI2025115,0.0,1
MAGNANI2025133575,0.19,2
MAGNINI2025100197,0.0,1
MAHBOUB2025117258,0.0,1
MAHBOUB2025118357,0.0,1
MAHMOUDI2025,0.0,1
MAHMOUDIDEHAKI2025100253,0.0,1
MAI2024AB356,0.0,1
MAIBAUM2024114269,0.0,1
MAJCIK2025103372,0.0,1
MAJID2025100351,0.0,1
MAJRASHI2024,0.0,1
MAKARYUS2024569,1.7052,233
MALAKAR2025109540,0.0,1
