Nodo,Distancia_Promedio,Caminos_Validos
BRITOZERON2025570,0.8067,6
BROCKIE2025101245,0.0,1
BROWN2023,0.0,1
BROWN2025101913,0.0,1
BRUNS2024103790,0.0,1
BRUYNSEELS2025100126,0.0,1
BRYAN2024102846,0.0,1
BUCZYNSKI2025106111,0.0,1
BUENO2025628,0.0,1
BUGHIN2024658,0.0,1
BUGHIO20245330,0.0,1
BUHLER2025149602,0.0,1
BUI2025101392,0.0,1
BULEK2025,0.0,1
BUNDUCHI2025124095,0.0,1
BURKE2024,0.0,1
BURNS2024,0.0,1
BURNS2024100166,1.2079,212
BURNSIDE2025577,0.0,1
BUSCH2024100490,0.0,1
BUTALA2024,0.0,1
BUTLER2025103606,0.0,1
BUTORAC2025,0.0,1
BYRGE2025100105,0.0,1
BYRNE2023519,0.9684,455
BYRNE2023841,1.3107,458
BYRNE2025147,0.0,1
CAAMANOGORDILLO20251408,0.0,1
CABANILLASDIEZMADRONERO2025100488,0.0,1
CABEZAS2025716,0.0,1
CABRERALOZOYA2025,0.0,1
CACCAVALE2025100354,0.0,1
CAGNO2025107159,0.0,1
CAHYANA2024100078,0.0,1
CAI2023141,1.6128,349
CAI2025100282,0.0,1
CAI2025102587,0.0,1
CAI2025103373,0.0,1
CAI2025112459,0.0,1
CAIN2023197,0.0,1
CALDERAZZI2025549,0.0,1
CALISKAN2025102549,0.0,1
CALLARI2025266,0.0,1
CALLEFI20251480,0.0,1
CALLEJA2025237,0.0,1
CAMPBELL2025,0.0,1
CAMPELLONE2025,0.0,1
CAMPOVERDEMOLINA2026104055,0.0,1
CAMPUZANO2025,0.0,1
CANANAU2025104816,0.0,1
CANIGLIA2025107605,0.0,1
CANILLASDELREY202538,0.0,1
CANILLASDELREY2025T38,0.155,2
CANOBESQUET2024e40964,0.0,1
CANOORTIZ2024102745,0.0,1
CAO2024111484,0.0,1
CAO2024e147,1.2527,97
CAO2025,0.0,1
CAO2025101167,0.0,1
CAPSTICK2024104044,0.9509,11
CARAYANNIS2025124122,0.0,1
CARDARELLI2024250,0.0,1
CARL202491,0.0,1
CARLOS2023817,1.6953,249
CARNAT2024106067,0.0,1
CARNEIRO2025104645,0.0,1
CARPO2024100001,0.0,1
CARRETEROGOMEZ2024609,0.0,1
CARROLL2024102899,0.0,1
CASADOGARCIAHIRSCHFELD2025101124,0.0,1
CASALO2025104130,0.0,1
CASARRUBEA2024111034,0.15,2
CASARRUBEA2025114985,0.0,1
CASSIERI2025107779,0.0,1
CASTELLANO2025111,0.0,1
CASTELLANOS2025,0.0,1
CASTELLANOSREYES2025101001,0.0,1
CASTIGLIONE2024131855,0.0,1
CASTILLO2025100444,0.0,1
CATMULL2025143,0.25,2
CATTANEO2025107034,0.0,1
CECCHINI2024582,1.1242,57
CEI2024278,0.25,2
CELIKTEN20243351,0.0,1
CELIKTUTAN2024496,0.0,1
CEN202551,0.0,1
CENGIZ2025103837,0.0,1
CESCO2024105015,0.0,1
CHA2024256,0.0,1
CHAARI2025111898,0.0,1
CHACON2025424,0.0,1
CHAKRABORTY2024114737,0.0,1
CHAN2024,0.0,1
CHAN2024100114,0.3167,3
CHAN2024101395,0.8912,8
CHAN202423,0.235,2
CHAN202461,0.0,1
CHAN2025100344,0.0,1
CHAN2025101795,0.86,7
CHAN2025102733,0.0,1
CHAN2025105399,0.0,1
CHAN2025112330,0.0,1
CHAN2025112449,0.0,1
CHAN2025115276,0.8857,7
CHAN202585,0.9457,7
CHANG2024103743,0.0,1
CHANG2025,0.0,1
CHANG2025100572,0.245,2
CHANG2025116501,0.3233,3
CHANGALIMA2024101063,0.0,1
CHAO2024e35468,1.2451,61
CHARLES2025177508,0.0,1
CHARYTAN2025169,0.0,1
CHATTERJEE2023100501,0.25,2
CHATTERJEE2025469,0.0,1
CHATURVEDI2025197,0.0,1
CHATURVEDI2025245,0.18,2
CHAU2024616,0.8397,30
CHAU2024897,1.2771,231
CHAUHAN20241406,1.057,221
CHAUHAN20241802,1.1437,224
CHAUHAN20242234,1.023,226
CHAVEZCANALES2025723,0.0,1
CHEAH2025100363,0.0,1
CHEESE2025,0.0,1
CHELOFF2024S-890,1.2781,200
CHEN2023100184,0.8554,24
CHEN2023100496,0.36,4
CHEN2023103820,0.0,1
CHEN2024,0.5821,14
CHEN2024100531,0.5892,12
CHEN2024102058,0.9484,19
CHEN2024104593,0.937,20
CHEN2024104651,0.0,1
CHEN2024112113,0.586,5
CHEN2024123180,0.0,1
CHEN2024125170,0.0,1
CHEN2024125308,0.0,1
CHEN2024128837,0.0,1
CHEN2024129888,0.0,1
CHEN2024193,1.6153,207
CHEN2024519,0.0,1
CHEN2024676,0.0,1
CHEN2025,0.0,1
CHEN2025100348,0.0,1
CHEN2025101786,0.0,1
CHEN2025102413,0.0,1
CHEN2025102656,0.0,1
CHEN2025103032,0.0,1
CHEN2025103695,0.0,1
CHEN2025104281,0.0,1
CHEN2025105198,0.0,1
CHEN2025106206,0.0,1
CHEN2025106244,0.0,1
CHEN2025106756,0.0,1
CHEN2025112891,0.22,2
CHEN2025113881,0.0,1
CHEN2025119386,0.0,1
CHEN20251247,0.0,1
CHEN2025128918,0.0,1
CHEN2025131230,0.24,2
CHEN2025244,0.0,1
CHEN202537,0.0,1
CHEN2025433,0.0,1
CHEN202546,0.0,1
CHEN2026103765,0.0,1
CHENG2024104131,0.0,1
CHENG2024899,0.8288,8
CHENG2025,0.0,1
CHENG2025100374,0.0,1
CHENG2025101497,0.235,2
CHENG2025101821,0.0,1
CHENG2025104194,0.0,1
CHENG2025134134,0.0,1
CHEONG2025119,0.0,1
CHERIF2024,0.0,1
CHERNIKOVA2024108215,0.0,1
CHERREZOJEDA2025101071,0.0,1
CHERTOFF20241398,1.5224,217
CHERVENAK2023575,0.0,1
CHESDACHAI2025319,0.0,1
CHEVALIER2025,0.0,1
CHIA2025100468,0.0,1
CHIARELLO2024103002,0.0,1
CHICA2024109254,0.0,1
CHIEN2025100328,0.0,1
CHIESAESTOMBA2025,0.0,1
CHIKHALE2025e42593,0.0,1
CHIN2025124128,0.0,1
CHINENE2024114,0.0,1
CHINIVAR2025100147,0.0,1
CHIOSA2024114802,0.0,1
CHIRENJE2024623,0.0,1
CHIU2024100182,1.3079,67
CHIU2024100197,0.0,1
CHO2024107039,0.0,1
CHO2024187,0.0,1
CHO2025100317,0.0,1
CHO2025101418,1.1233,9
CHO2025103351,0.0,1
CHO2025111370,0.0,1
CHO20251193,0.0,1
CHOI2024,0.0,1
CHOI20242616,1.1867,227
CHONG2025103583,0.598,5
CHOU2025123019,0.0,1
CHOUDHARY2025114500,0.0,1
CHOUDHURY2025,0.0,1
CHOW2025177138,0.0,1
CHOWDHURY2024105975,0.0,1
CHOWDHURY2025112827,0.0,1
CHOWDHURY2025129906,0.105,2
CHRIFIALAOUI20252645,0.0,1
CHRISTENSEN2025102557,0.0,1
CHRISTIANSEN2025100440,0.0,1
CHUANG2025103846,0.0,1
CHUNG2025102723,0.0,1
CHUNG2025S-173,0.71,9
CHURCH2025539,0.0,1
CICEK2025100310,0.0,1
CICEKGUMUS2025104491,0.0,1
CIESINSKI2024230,0.0,1
CIHAROVA2024519,0.0,1
CINELLI2025,0.0,1
CISNEROSPINEDA2025179148,0.0,1
CIUDADFERNANDEZ2025108325,0.0,1
CIUREA2025198,0.0,1
CIVAI2025106192,0.0,1
CLAEYS20231,0.0,1
CLARK2024106,1.2379,58
CLARK2025,0.0,1
CLARKE2025106131,0.0,1
COELHO2025100182,0.0,1
COEN2025,0.0,1
COGNETTARIEKE2025102519,0.0,1
COHEN2024S1170,1.262,231
COHEN2025100405,0.0,1
COHEN2025111646,0.0,1
COHEN2025123462,0.0,1
COLANTONIO20253526,0.0,1
COLANTONIO20254252,0.0,1
COLBRAN2023105008,0.9972,461
COLBY2025102915,0.0,1
COLLI2025,0.0,1
COLLIE2024100224,0.4667,3
COLLIE2024100333,0.59,4
COLLIN2025100541,0.0,1
COLLINS2025,0.0,1
COLOMBARI2024109377,0.0,1
CONG2025106071,0.0,1
CONRAD2025100185,0.0,1
CONSOLI2025100431,0.0,1
CONTE2024110893,0.0,1
CONTRERAROLON20251,0.0,1
COOPMANS2025,0.0,1
COPPERSMITH2024,0.0,1
COPPOLINO2025129406,0.0,1
CORDEIRO2025111139,0.0,1
CORDELLA2024745,0.0,1
CORLATESCU2024108154,0.0,1
CORONADOMALDONADO2023e20356,0.0,1
CORTES2025,0.0,1
CORVELLO2025100456,0.0,1
COSCI2025112113,1.014,10
COSTA2025110498,0.0,1
COSTA2025233,0.0,1
COTE20241033,1.2909,230
COVVEY2025102925,0.0,1
CRAIG20241173,0.0,1
CRAWFORD2024504,0.85,11
CREELY2025101727,0.0,1
CRONIN2025100338,0.0,1
CROSTHWAITE2023100066,0.25,2
CROWLEY2025177386,0.0,1
CRUMBLY2025103129,0.696,5
CRUZ202525,0.0,1
CUAYCONG2024106730,0.0,1
CUBILLOSPINILLA2025106354,0.0,1
CUI2024100499,0.0,1
CUI2024583,0.24,2
CUI2025105163,0.0,1
CULLER2023120814,0.0,1
CUMMINGS2024102827,0.0,1
CURRIE2023868,1.4135,316
CURRIE2024119,1.2334,237
CURRIE2025103,0.0,1
CURRIE2025423,0.599,10
CURRY2024100082,0.0,1
CUSSENOT2025,0.0,1
CUSSENOT2025871,0.165,2
DACUNHA2025149623,0.0,1
DAGA2025100846,0.0,1
DAGATA2023101603,0.0,1
DAGORNO2025161909,0.0,1
DAI2023108129,0.0,1
DAI202384,0.2633,3
DAI2024,0.0,1
DAI2024100299,0.0,1
DAI2024292,0.0,1
DAI2025100019,0.0,1
DAKHAVE2024116373,0.0,1
DALALAH2023100822,0.0,1
DALFORNO2025102441,0.0,1
DALRE2024673,0.125,2
DALRE2025,0.0,1
DALVIESFAHANI2025124291,0.0,1
DANCE2025,0.0,1
DANESE2025S-850,0.0,1
DANG2024101157,0.0,1
DANG2025106125,0.0,1
DANIEL2024100168,0.681,10
DANTONI2025100564,0.0,1
DARAQEL20244,1.4384,261
DARTORA2023100789,0.0,1
DARTORA2023113569,0.0,1
DARUWALA2025,0.0,1
DARVIN2025101186,0.0,1
DARVISH2024,0.0,1
DAS2025100213,0.0,1
DAS2025102546,0.0,1
DASGUPTA2025117425,0.0,1
DAUNGSUPAWONG2024105498,0.8373,37
DAUNGSUPAWONG2024361,1.0881,266
DAUNGSUPAWONG2024364,1.2281,267
DAUNGSUPAWONG2024848,0.9298,286
DAVID2025104850,0.0,1
DAVIDGE2025109192,0.0,1
DAVILADELGADO2025463,0.0,1
DAVIS2024103896,0.0,1
DAVIS2024112507,0.0,1
DAVIS2025102673,0.0,1
DAWSON2025100238,0.0,1
DAYYANI2025104253,0.0,1
DEALBUQUERQUE2025103,0.0,1
DEAZEVEDO2025128414,0.0,1
DECARDINELSON2024108723,0.0,1
DECHAMPS2025100256,0.0,1
DEEB20241724,0.9788,8
DEFRANCISCIS20252705,0.0,1
DEIVAYANAI2025293,0.0,1
DELACRUZ2025215,0.0,1
DELCAMPOALBENDEA2025502142,0.0,1
DELKE2025101077,0.0,1
DELLOLIO2025,0.0,1
DELOMBAERDE2025100111,0.0,1
DEMATOS2025857,0.0,1
DEMIGUELRODRIGUEZ2025105232,0.0,1
DEMIR2025105787,0.0,1
DEMIREL2025101127,0.0,1
DEMIRHAN2025125,0.0,1
DEMOURAOLIVEIRA2025236,0.0,1
DEMPSEYJONES2025,0.0,1
DEMURO2025101743,0.0,1
DEMUTH2025,0.0,1
DENG2025100947,0.0,1
DENG2025103275,0.0,1
DENG2025110123,0.0,1
DENG2025118467,0.0,1
DENG2025127500,0.0,1
DENHOLM2025100842,0.0,1
DENTAMARO2025,0.0,1
DEOLE2025101058,0.235,2
DEOLIVEIRA2025100067,0.25,2
DEOLIVEIRA2025101184,0.0,1
DEPUTTERSMITS2025100492,0.0,1
DERAKHSHAN2025102114,0.0,1
DESAGE20243,0.0,1
DESIANO2025107785,0.0,1
DESMARCHELIER2025105297,0.0,1
DESOUZA2024100042,0.0,1
DETTLAFF2024126519,0.0,1
DEVILLA2024102316,0.0,1
DEVRIESGAO2025101961,0.0,1
DEWAN2025,0.0,1
DEWILDE20243,0.789,10
DEWILDE2025103454,0.0,1
DEZACRUZ2025109634,0.0,1
DHAIGUDE2025100293,0.0,1
DHAIGUDE2025100640,0.0,1
DHANDAYUTHAPANI2025,0.0,1
DHARMARATHNE2024200428,0.0,1
DHAWAN202447,1.1976,287
DHIMAN2025,0.0,1
DHUNNOO2024,0.0,1
DI2025109712,0.0,1
DIAMANTOPOULOU2025,0.0,1
DICKSON2024102276,0.0,1
DIEN2023108595,0.9256,9
DIEN2023108621,1.022,10
DIETRICH2024268,0.0,1
DIETZEL2025100011,0.0,1
DIHAN202428,0.0,1
DIMAKOU20251310,0.0,1
DIMAURO202515,0.0,1
DINAPOLI2024S2935,1.2064,287
DING2024e32996,0.25,2
DING2025100866,0.7964,11
DING2025163,0.0,1
DIPAOLO2025100710,0.0,1
DIPAOLO2025105072,0.0,1
DIRO2025103960,0.0,1
DISSANAYAKE2025101222,0.0,1
DISTEFANO2025103238,0.0,1
DITMORE2025,0.0,1
DJERBI2025111319,0.0,1
DO2025102367,0.0,1
DODSON20251,0.0,1
DODSON2025390,0.25,2
DOJA2025,0.0,1
DOLENC2024100285,0.0,1
DOLHA20243246,0.0,1
DOLLINGBOREHAM2024,0.0,1
DOMINGOCALAP2024100440,0.0,1
DOMMETT202436,0.3333,3
DONG2024102397,0.0,1
DONG2024106016,0.0,1
DONG2024116666,0.0,1
DONG2025,0.0,1
DONG2025102441,0.0,1
DONG2025102582,0.24,2
DONG2025104331,0.0,1
DONG2025110789,0.0,1
DONG2025164559,0.0,1
DONG2026103131,0.0,1
DONNELLAN2024113804,1.781,231
DOO2023877,0.0,1
DOOLAN2025101237,0.0,1
DORDEVIC2024416295,0.0,1
DORNELAS20241,0.0,1
DORON2025104272,0.0,1
DOROSKIPETKOVIC2025113866,0.0,1
DORTAGONZALEZ2024102187,0.0,1
DORTAGONZALEZ2025103062,0.0,1
DOSAJH2025102990,0.0,1
DOSSANTOS2025100970,0.0,1
DOSSANTOSESANTOS2024114546,0.0,1
DOSSING2025100030,0.0,1
DOYLE2025450,0.0,1
DRANE2025107069,0.0,1
DRESCHER2025107126,0.0,1
DRIES2025108612,0.0,1
DU2023132,0.7017,6
DU2024105401,0.0,1
DU2025110218,0.0,1
DU2025149,0.0,1
DU2025186,0.0,1
DUAN2024103151,0.0,1
DUAN2025103221,0.0,1
DUAN2025103719,0.0,1
DUAN2025489,0.0,1
DUANGSRI2025110920,0.0,1
DUARTE2024100578,0.0,1
DUBEY2024,0.0,1
DUBEY2024103689,0.0,1
DUBINSKY2025S-856,0.6744,9
DUDLEY20251145,0.0,1
DUI2025,0.0,1
DUI2025106523,0.235,2
DUIVENVOORDE2025106141,0.0,1
DUNHAM2025100205,0.0,1
DUNLOP2025102057,1.005,10
DUNN2023388,0.0,1
DUONG2023100883,0.25,2
DUONG20251024,0.0,1
DURAND2025102265,0.0,1
DURMUSSARIKAHYA2025106755,0.0,1
DUSEK2023171330,0.0,1
DUSHI2025106205,0.0,1
DUSHYANTHEN2025,0.0,1
DUTTENHEFNER2025,0.0,1
DUY2024101945,0.0,1
DWI2025100136,0.0,1
DWIVEDI2023102642,0.23,2
EBIHARA2025,0.0,1
EBNALIHARARI2025105701,0.0,1
ECHEFU2025561,0.0,1
ECHEUGWU2025455,0.0,1
ECHEVERRIA2025780,0.0,1
ECKARDT20232268,1.3384,457
ECKHARDT2025100987,0.0,1
EDGELL2024100075,0.0,1
EFTANG2023106112,0.0,1
EFTEKHAR2025102496,0.0,1
EGE2024110332,0.645,10
EGGENER2024S83,0.0,1
EGGER2025102582,0.0,1
EGHBAL202591,0.0,1
EGHRARI2024160,1.4527,100
EHMKE2025222,0.3333,3
EID2025155767,0.0,1
ELABD2025,0.0,1
ELBANNA202316,0.0,1
ELJAOUHARI2025123658,0.0,1
ELJAOUHARI2025146018,0.215,2
ELKADY2024152356,0.0,1
ELKEBIR2025183,0.0,1
ELLINGSEN2025108182,0.0,1
ELMER2025,0.0,1
ELNAGGAR2024111519,0.0,1
ELRHIOUANE2025130521,0.0,1
ELSAYED2025100757,0.0,1
ELSE202368,1.6918,438
ELYOSEPH2024,0.0,1
EMDIN2024132039,0.0,1
ENCARNACAO2025106872,0.0,1
ENGEL2025101474,0.0,1
ENRIQUEZ20246,0.0,1
ENSLIN2025265,0.0,1
EPPLER2024e85,1.8746,230
ERDIWANSYAH2025100099,0.0,1
ERFANI2026103909,0.0,1
ERIKSEN2024100016,0.8367,12
ERRAZURIZ2025101057,0.0,1
ERUKUDE2025100990,0.0,1
ESCALERAANTEZANA2025101569,0.0,1
ESCALERAANTEZANA2025101610,0.155,2
ESCORIHUELAALTABA2025121,0.0,1
ESMAEILI2024127676,0.0,1
ESPANA2025102373,0.0,1
ESPEJO2025100448,0.0,1
ESPOSITO2026112607,0.0,1
ESTEVEZ2025100796,0.0,1
ETON2025100190,0.0,1
EURICKBERING2025110760,0.0,1
FABBRI2024110972,0.0,1
FACILA2025930,0.0,1
FACON2024101719,0.0,1
FAHRNI2025100007,0.0,1
FAHRNI2025105150,0.175,2
FAKFARE2025104070,0.0,1
FALAHEE20251832,0.25,2
FALLAIS2025103841,0.0,1
FAMTA202530,0.0,1
FAN2023111153,0.0,1
FAN2024111294,0.0,1
FAN2025103934,0.0,1
FANG2024100099,0.0,1
FANG2024100632,0.0,1
FANG2024100959,0.0,1
FANG2024106230,0.0,1
FANG2024122074,0.0,1
FANG2025100254,0.0,1
FANG2025100911,0.0,1
FANG2025101300,0.0,1
FANG2025105264,0.0,1
FANGERAU2024323,0.0,1
FARBER2024,0.0,1
FARES2024S686,1.4856,208
FARMER2025103424,0.0,1
FASANO20251,0.0,1
FASANO2025101911,0.235,2
FASSIH2025105472,0.0,1
FAUGHT2025e731,0.9073,15
FAUST2023A15,1.465,404
FAUZIYAH2025107119,0.0,1
FAZEL20241741,0.0,1
FEDELE2024105986,0.0,1
FEIZHANG2025,0.0,1
FELDMAN2023336,1.1362,477
FELICETTI2024100545,0.0,1
FENG2024100090,0.25,3
FENG2024537,0.205,2
FENG2025103217,0.0,1
FENG2025104499,0.3167,3
FENWICK2023105892,0.0,1
FERNANDEZAVILA2025822,0.0,1
FERNANDEZCORDON2025,0.0,1
FERNANDEZJIMENEZ2025102479,0.0,1
FERNANDEZMARTIN2025500171,0.0,1
FERNANDEZVILLAR2024327,0.0,1
FERNANDO2025109,0.0,1
FERRARIO2024,0.21,2
FERRARIS2024100081,0.0,1
FERRARO2024100293,0.0,1
FERRARO2024549,0.0,1
FERRARO2025,0.0,1
FERREIRA2025177254,0.0,1
FERRER2025S131,0.0,1
FIEDLER2025100326,0.0,1
FIETTA2025,0.0,1
FIGUEIRAGONCALVES2025127,0.0,1
FIGUEIREDO2025,1.075,8
FIJACKO2023S172,2.0309,396
FIJACKO2024100584,0.0,1
FINI2025102568,0.0,1
FINKENBERG2024191,1.6214,238
FINNE2025107579,0.0,1
FIOCCHI2025101113,0.0,1
FIOREZI2025202624,0.0,1
FIORILLO2024100511,1.3581,199
FIRDAUS2025100490,0.0,1
FISCHER2024101081,0.0,1
FITA2025101609,0.0,1
FITZGERALD20241,0.9852,21
FLANAGAN2024e71,1.3566,201
FLANAGAN2025973,0.0,1
FLECKENSTEIN2024100209,0.0,1
FLEMING2025,0.0,1
FLEURENCE2024692,0.9657,7
FLEURENCE2025,0.696,5
FLEURENCE2025175,0.6967,6
FLORESGOUYONNET2025e152,0.0,1
FLORIDOBENITEZ2025106311,0.0,1
FLOTHER2025101236,0.0,1
FLOWERDEW20241,0.0,1
FLOYD2024104045,0.0,1
FOGARTY2024100914,0.0,1
FONG2025102414,0.0,1
FONNEGRA2025110660,0.0,1
FONT2025,0.0,1
FONTANA2024126214,0.0,1
FONTOURA2025102847,0.0,1
FOOTE2025101593,0.0,1
FORAN2024104179,0.0,1
FORCELINI2025101419,0.0,1
FORD20237229,1.4207,457
FORD2025101173,0.0,1
FORJAZ2025101075,0.0,1
FORTE2025100754,0.0,1
FORTUNOV2024151992,0.8864,11
FOSSOWAMBA2023109015,0.0,1
FOSSOWAMBA2024109131,0.25,2
FOSSOWAMBA2025103235,0.0,1
FOUNG2024100250,0.0,1
FOUNG2025100248,0.0,1
FRAILENARVAEZ2025100466,0.0,1
FRANCE2024649,0.0,1
FRASER2024517,1.6238,209
FRCERQUEIRA2024115490,0.0,1
FREDERICK20241,0.0,1
FREEMAN2025102868,0.0,1
FREISINGER2024,0.0,1
FREITASDEARAUJOFILHO2025111,0.0,1
FRUEHAUF2024102876,0.0,1
FRYER2025115881,0.0,1
FU2024,0.0,1
FU2025,0.0,1
FU2025105347,0.0,1
FU2025108692,0.0,1
FU2025115406,0.0,1
FU2025200538,0.205,2
FUCHS20242669,0.0,1
FUJITA2025136,0.0,1
FULFORD2024659,0.0,1
FUNA2025101221,0.0,1
FUNK2025,0.0,1
FURIZAL2025101882,0.0,1
FURTADO2024100086,0.0,1
FURTADO2024569,0.0,1
FUSHIMI2025107836,0.0,1
GAAB2024101376,0.0,1
GABRIEL2024101772,1.357,199
GAETA2024120050,0.0,1
GAFFINET2025104230,0.0,1
GAGNON2024103896,0.0,1
GALHOTRA2025S19,0.7038,13
GALLARDOPIZARRO20251579,0.0,1
GALLI20251,0.0,1
GALLOBUENO2024235505,0.0,1
GANGA2024127932,0.235,2
GANGAS2025100208,0.0,1
GANJOO2024,0.0,1
GANS2024111872,0.7267,12
GANT2024104829,0.0,1
GAO2024100958,0.0,1
GAO2024101012,0.23,2
GAO2024105364,0.0,1
GAO2024205221,0.0,1
GAO2025100472,0.0,1
GAO2025102907,0.7586,7
GAO2025103141,0.0,1
GAO2025104560,0.0,1
GAO2025115661,0.0,1
GAO2025116041,0.0,1
GAO2025411,0.0,1
GAO2025S152,0.0,1
GARCIACARMONA2025,0.0,1
GARCIALOPEZ2025100401,0.0,1
GARCIAPEREZ2025103303,0.0,1
GARCIAROMERO2024271,1.1481,21
GARCIASANCHEZ2025,0.0,1
GARG2024178,0.0,1
GARG2024406,1.035,10
GARG2025100380,0.0,1
GARMANNJOHNSEN2025450,0.0,1
GAROT2025668,0.0,1
GARRARD2024171282,0.0,1
GARZA2024e31144,0.0,1
GASQUE2025100101,0.0,1
GASSER20253693,0.0,1
GAULD2024,0.0,1
GAUR20261,0.0,1
GAUR2026107,0.0,1
GAUR2026197,0.21,2
GAUR2026211,0.265,4
GAUR2026227,0.312,5
GAUR2026243,0.3367,6
GAUR202639,0.3586,7
GAUR202657,0.4125,8
GAUR202675,0.3522,9
GAUR202691,0.345,10
GAUTAM2025,0.0,1
GAUTAM2025511,0.0,1
GBADAGO2023102757,0.0,1
GE20241755,0.0,1
GE20244017,0.0,1
GE2024707,1.9973,228
GEIGER2024105925,0.0,1
GENES2024S3,1.3233,232
GENES2025100031,0.0,1
GENG2024,0.0,1
GENG2024e710,0.0,1
GENSER2024552,0.0,1
GERBUTAVICIUS2024,0.0,1
GERING2025132,0.0,1
GERMANI2025,0.0,1
GERMANMORALES2025103247,0.0,1
GETAHUN2025639,0.0,1
GHANBARI2025101901,0.0,1
GHANEM2024S725,1.4604,55
GHAREHMOHAMMADI2025111980,0.0,1
GHIASVANDMOHAMMADKHANI2025107847,0.0,1
GHIMIRE2025102913,0.0,1
GHOSH20251091,0.0,1
GHOSH2025741,0.0,1
GHOTB2024122008,0.0,1
GIANNAKOPOULOS2023,0.0,1
GIFU20231058,0.0,1
GILADBACHRACH2025677,0.0,1
GILBERT2025112442,0.0,1
GILL2025119563,0.0,1
GILQUIN2025,0.0,1
GIMENES2024,0.0,1
GIORDANO2024123389,0.0,1
GIORGI2024116058,0.0,1
GIUFFRE2024S-889,1.1241,22
GIUNTI2024,0.0,1
GLASSEY202525,0.0,1
GLAZER2025,0.0,1
GLYNN2024596,0.672,5
GMITEREK2025103043,0.6433,6
GNADLINGER2024,0.0,1
GNAMBS2025108800,0.0,1
GODWIN2024101784,0.0,1
GOETZL2025604,0.0,1
GOFMAN2025S260,1.3582,11
GOH2025113968,0.0,1
GOK202432,0.0,1
GOKCE2025623,0.0,1
GOKMEN2025501860,0.0,1
GOLABANDRZEJAK20241790,0.0,1
GOLDEN2024,0.0,1
GOLDIE2025,0.0,1
GOLLER2025102746,0.0,1
GOMES2025A39,0.8395,19
GOMEZPERALTA2023108553,0.0,1
GONG2024101641,0.0,1
GONG2025101309,0.0,1
GONG2025102581,0.0,1
GONG2026103733,0.0,1
GONZALEZ2024941,0.0,1
GONZALEZANTA2026346,0.0,1
GONZALEZGARCIA2025e41559,0.0,1
GONZALEZMARTINMORO2024574,0.25,2
GOODMAN202421,1.4219,110
GOODMAN20251260,0.0,1
GOODWIN2024114231,0.0,1
GOPARAJU2024651,0.0,1
GORMAN2025A19,0.915,20
GOROSPE2025106968,0.0,1
GOROSPE20251069930,0.105,2
GOROSPE2025448,0.2575,4
GOROSPE2025510,0.352,5
GOSAK2024103888,0.0,1
GOSWAMI202339163,0.0,1
GOTLIEB20242000,0.0,1
GOU2024105731,0.2367,3
GOU2025105811,0.0,1
GOU2025174015,0.0,1
GOULART2025105349,0.0,1
GRAHAM2024101367,0.0,1
GREENE2025101949,0.0,1
GREGORI2025106516,0.0,1
GREGORY2024106349,0.0,1
GREGORY20242155,0.0,1
GRIFFITH2024AB91,0.0,1
GRINFEDER2025113882,0.0,1
GROSS2024R709,1.2141,270
GROSSMAN2023108589,0.0,1
GROVER2025,0.0,1
GROVES2025101103,0.0,1
GROVES2025102420,0.7329,14
GROZA2025100057,0.0,1
GROZA20251158,0.24,2
GU2025,0.0,1
GU2025133479,0.0,1
GU20259,0.0,1
GUAN2024100323,0.0,1
GUAN2025,0.0,1
GUAN2025105362,0.0,1
GUARRASI2024110825,0.0,1
GUDEPU2025111237,0.0,1
GUERRATORRES2025S740,0.0,1
GUEVARA2025101090,0.0,1
GUHA20241495,0.0,1
GUI20241440,0.0,1
GUILLAUMET2024131,0.0,1
GUNAWAN2024106323,0.225,2
GUNTUKA2024140,0.07,2
GUNTUKA2025215,0.0,1
GUO2023329,0.24,2
GUO2024102408,1.134,313
GUO2024103716,0.0,1
GUO2024105787,0.0,1
GUO2024134812,0.3233,3
GUO2024136253,0.0,1
GUO2025102351,0.0,1
GUO2025104804,0.0,1
GUO2025105433,0.0,1
GUO2025108486,0.0,1
GUO2025122905,0.0,1
GUO2025135424,0.0,1
GUO2025619,0.25,2
GUO2026111666,0.0,1
GUOPEI2025378,0.0,1
GUPTA2024100066,0.245,2
GUPTA2024100232,0.672,5
GUPTA2024101017,0.0,1
GUPTA2024103997,0.0,1
GUPTA2024166,0.0,1
GUPTA2025,0.0,1
GUPTA2025104875,0.0,1
GURGELFILHO2025101703,0.0,1
GUSTAVSON2024113,0.0,1
GUTIERREZFINOL20253167,0.776,20
GUTIERREZMAQUILON2024,0.0,1
GUTIERREZRODRIGUEZ2025101239,0.0,1
GUTSCHE2024102762,0.165,2
GUYE2025124977,0.0,1
GWAGWA2024101078,0.0,1
GYAPERSAD2026120258,0.0,1
GYSLING202467,0.0,1
HAASE2023100066,0.648,5
HABER2024,0.0,1
HABER2025100196,0.0,1
HABIB2024100072,0.0,1
HABIB2025101767,0.0,1
HABICHT2025,0.0,1
HABS202536,0.0,1
HADAN2024100095,0.0,1
HADARSHOVAL2025,0.0,1
HADARSOUVAL2025,0.0,1
HADAS2024101549,0.0,1
HADERER2025102959,0.0,1
HADLEY2026101993,0.0,1
HAEFNER2023122878,0.0,1
HAENLEIN20251,0.0,1
HAFFNER2025101905,0.0,1
HAGEB2025104863,0.0,1
HAI2025102905,0.0,1
